sku;family;groups;categories;attr_70;attr_38;attr_52;attr_23;attr_47;attr_17;attr_98-EUR;attr_98-USD;attr_63;attr_67;attr_67-unit;attr_29;attr_34;attr_54;attr_99;attr_79;attr_8;attr_89;attr_49;attr_20;attr_21;attr_53-en_US;attr_0-en_US-ecommerce;attr_0-en_US-print;attr_97;name;attr_33;attr_28-EUR;attr_28-USD;attr_41;attr_14-ecommerce;attr_14-print;attr_40;attr_13;attr_88;attr_39-en_US;attr_69;attr_58;attr_32;attr_62;attr_62-unit;attr_3-ecommerce;attr_3-print;attr_9-ecommerce;attr_9-print;attr_15;attr_59-ecommerce;attr_59-print;attr_19-EUR;attr_19-USD;attr_18;attr_71-EUR;attr_71-USD;attr_1;attr_86;attr_4;attr_66-EUR;attr_66-USD;attr_36;attr_11-EUR;attr_11-USD;attr_83-EUR;attr_83-USD;attr_43-en_US;attr_76;attr_27;attr_12;attr_78;attr_75-en_US;attr_56;attr_51;attr_46-ecommerce;attr_46-print;attr_96;attr_85;attr_82;attr_90;attr_57-en_US;attr_57-en_US-unit;attr_24;attr_77;attr_60;attr_42;attr_42-unit;attr_25;attr_35;attr_35-unit;attr_50;attr_44;attr_92-ecommerce;attr_92-print;attr_7;attr_30;attr_93;attr_5;attr_91;attr_2;attr_6;attr_68;attr_68-unit;attr_81-en_US-ecommerce;attr_81-en_US-print;attr_22;attr_22-unit;attr_87;attr_31;attr_73;attr_55;attr_48;attr_37;attr_61;attr_61-unit;attr_74;attr_45-en_US;attr_95;attr_95-unit;attr_94-en_US;attr_65;attr_10-EUR;attr_10-USD;attr_80;attr_16;attr_72;attr_26;attr_64;attr_84
id-1240;fam_10;;master_4_1_3,master_3_5_5;1;;;attr_opt_attr_231;2013-05-15;;741;992;;729;METER;;;470;;;;;;1992-10-12;;;;;;"Veniam quia et rerum.";;;;;;;;;2004-09-29;2001-02-23;;;;782;METER;;;;;;;;;;;910;818;;;;469;419;"Delectus corporis asperiores dolore numquam.";;;;;;430;;;;"Quibusdam aspernatur vitae vel voluptatem voluptas.";;1975-01-11;;;attr_opt_attr_964;;;;;;;;;;;attr_opt_attr_250;;;;;"Cupiditate aspernatur odio architecto quia.";"Autem maiores ea vero omnis dolores ab ab.";"Dolores laborum dolores commodi provident laborum sed.";;;;attr_opt_attr_917;699;attr_opt_attr_61;;;;;227;METER;;"Ex at sed temporibus molestiae vitae quos eveniet.";;;;;;;;;;;"Mollitia quasi id quam eum rerum mollitia.";647;;;;;;;;
id-1241;fam_8;;master_6_4_2,master_3_4_0;;2001-02-21;attr_opt_attr_527;;;;;;;;;1;;;0;;;;;;;;attr_opt_attr_01;attr_opt_attr_02;;;;;;;;;;;;;;;;;;1983-09-28;2010-05-22;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;attr_opt_attr_252;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
id-1242;fam_44;;master_6_6_3,master_0_6_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Hello world!";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1981-12-24;2002-10-04;;;;;;;146;;;;;attr_opt_attr_259;;;0;;;;"Labore aperiam sit nulla dolor.";;;;attr_opt_attr_916;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;
id-1243;fam_23;;master_2_3_1,master_0_6_3;;1974-12-02;attr_opt_attr_526;;;;190;391;;;;1;;;;;;;;;;;;;;"Distinctio id sed asperiores ut molestias.";;;;;;;;;;2003-12-13;;;;;;1978-04-07;2011-11-29;;;attr_opt_attr_151;attr_opt_attr_597;attr_opt_attr_593;;;;;;;;"Autem cumque veniam distinctio atque voluptatem.";919;169;"Quasi nesciunt accusamus eum cupiditate quos.";;;;;2011-01-28;;500;;;"Distinctio voluptatem quibusdam nulla molestiae et soluta sequi.";attr_opt_attr_565;1987-01-31;;;attr_opt_attr_967;;;;513;METER;;;"Et quod illum earum nam dolores.";;;;906;METER;;;;;;;;613;;;;;;1;1;;;;"Facere ut quod minima voluptatum accusamus hic modi.";;;;;;;0;1;;;;;194;164;;;0;;attr_opt_attr_646;
id-1244;fam_33;;master_5_6_3,master_2_0_6;0;1984-11-26;;attr_opt_attr_237;;;;;;;;;;;;;;;attr_opt_attr_499;1985-12-08;;;;;;"Voluptatibus voluptas reiciendis molestias quos qui.";;;;;;;;;;1994-03-30;;;;;;2003-08-19;1983-05-03;0;1;;;;;;;651;293;;;;477;236;;;;;;1994-01-06;;99;;;"Perferendis illum natus officia eveniet perferendis porro.";;1978-03-09;;;;"Aut earum laborum eaque nesciunt neque reprehenderit eum.";;;;;232;;"Earum est et nostrum doloribus doloribus.";;;;216;METER;1;880;;;"Magni consequatur et fuga quia unde.";;;;;;;;;0;1;;;;;;;;;383;METER;;;355;METER;"Quos aliquam quis nisi vel non ut et.";;;;;;;;;
id-1245;fam_43;;master_2_1_5,master_0_6_0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2007-07-07;;;"Cumque minima et et vitae alias.";1;;;;;;;;;;;;;;;;;attr_opt_attr_254;;;;;;;"Vel exercitationem et labore explicabo ex quia.";;;;;;;;;;;;;176;;;;;;;;;;78;METER;;;;;;;;;;"Provident voluptatibus fuga et molestiae."
id-1246;fam_19;;master_6_3_0,master_4_4_0;;;attr_opt_attr_526;;2007-11-17;;597;160;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;"Et culpa deleniti adipisci suscipit eos maiores ut.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;710;METER;;37;METER;;;;;;;;;;;;;;;;;;;"Assumenda atque magni recusandae.";;;;;;;;;;;;;;;;;;;;
id-1247;fam_45;;master_6_1_3,master_4_4_0;;;;;;;;;;515;METER;0;attr_opt_attr_347;;0;1;;;attr_opt_attr_493;;;;attr_opt_attr_00;attr_opt_attr_03;;"Reprehenderit sapiente tempora tempora ipsum aut id maxime.";;;;;310;55;;;2008-01-27;;;"Hello world!";;;;;;;;;;;236;1000;;896;362;;;;;;;;;;;;418;;"Quod culpa molestiae consequatur perferendis.";;;;2008-06-09;;;;"Exercitationem consectetur labore facere dolor.";;;;;;;"Et ut accusamus nihil officia error.";;;attr_opt_attr_254;;;;158;;;"Dolor aut voluptatibus qui.";;;;;;;;;1;1;238;METER;;;;;;1994-10-07;;;0;;;;"Eius nisi nesciunt enim quam.";;;;;;1;;attr_opt_attr_647;"Ut sed aperiam non ipsam."
id-1248;fam_35;;master_5_5,master_4_1_5;;;;;;;;;;928;METER;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;180;636;;211;152;;320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;attr_opt_attr_258;;;;;;;;;;;;247;;131;METER;;;;;;;;;;;;;;;;;;;427;148;;;;;;
id-1249;fam_28;;master_4_6,master_4_2_1;;;;;;;;;;;;;;949;1;;;;;;;;;;;"Harum porro excepturi explicabo sed doloribus illo.";;;;;;;;;;;;;;;;;;;;;attr_opt_attr_598;attr_opt_attr_595;215;902;;;;;189;;;;;;;316;748;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1993-01-05;;;;;;;;;;;;;;;;
id-1250;fam_27;;master_1_1_3,master_1_2_0;;;;;;"Quam labore aliquam repudiandae voluptas.";;;;;;1;attr_opt_attr_345;659;;1;;;;1970-12-21;;;attr_opt_attr_08;attr_opt_attr_01;;"Ut aperiam doloremque aut sint neque et.";;;;;918;705;;1;;;"Molestiae dolore veritatis aut consequatur omnis suscipit.";;;;;1976-06-05;1977-01-02;;;attr_opt_attr_155;;;;;;;;;;;397;736;"Aut adipisci itaque repellat qui sed.";120;872;;;;817;;"Sed asperiores inventore fugiat voluptas omnis.";;;;;2011-10-18;1988-11-17;attr_opt_attr_965;"Excepturi saepe laboriosam iure minus sit non.";;;385;METER;;;;;;attr_opt_attr_255;;;0;;;;"Omnis voluptatum officia possimus.";;;50;attr_opt_attr_917;633;;20;METER;;;;;;;;;;;114;METER;0;;;;"Laudantium ut soluta eius.";;264;440;;;;;attr_opt_attr_644;"Omnis exercitationem voluptates aspernatur deleniti quos dolores."
id-1251;fam_10;;master_4_2_2,master_5_5_0;1;;;;;;924;264;;;;;attr_opt_attr_348;920;;;;;;1999-01-19;;;;;;"Quo nihil rerum voluptatem neque minima.";;;;;;;;;1973-11-22;;;;;149;METER;2008-04-01;2013-12-06;0;1;;;;;;;704;94;;;;307;638;"Ut tenetur aut illum ut non.";;;;;;32;318;;;"Ut neque quis sit qui esse earum ducimus voluptatem.";;1991-12-15;;;attr_opt_attr_961;;;;527;METER;;;;;;attr_opt_attr_256;;;;;"Eos sequi nam excepturi.";"Sit est ratione laborum eum.";;;;;attr_opt_attr_910;;attr_opt_attr_67;;;;;391;METER;;;;;;;;;1;;;;;;;;;;;;;
id-1252;fam_32;;master_6_6_4,master_2_4_2;0;;attr_opt_attr_521;;;;461;348;;;;;attr_opt_attr_340;;0;0;;;;;;;attr_opt_attr_06;attr_opt_attr_01;;"Et et quam vel quis facere nam.";;;;;;;;0;;;;;;;;;;0;1;attr_opt_attr_159;attr_opt_attr_597;attr_opt_attr_590;718;523;;;;;;;648;955;;366;646;388;500;;174;;"Inventore ullam error minus aliquid.";;;attr_opt_attr_560;;;;attr_opt_attr_967;;;;790;METER;;;"Quisquam eos corrupti veritatis officiis.";;;;;;1;;"Eligendi officiis aliquam iste eum assumenda nesciunt qui.";"Alias neque voluptas omnis aut iste ut.";"Rerum sint veritatis veritatis occaecati alias beatae nostrum voluptas.";;"Vel perspiciatis voluptatem unde est ratione.";;;;;113;METER;;;;;863;"Iure in veniam ratione neque.";;;;;;;1;;;;;;;;;;1;;attr_opt_attr_645;"Ducimus veniam sit molestiae."
id-1253;fam_26;;master_5_5_2,master_1_6_5;;;;;;"Ut eum eos quia magni veritatis.";;;;;;;;;;;;;attr_opt_attr_492;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;692;;1;"Corporis in quos est distinctio et.";;;;;;;;;;;;;;;;;;;;117;;;;;;;;378;;589;METER;;;;;;;;;;;;;;;;;;;;;;;;;;
id-1254;fam_31;;master_0_2_6,master_6_4_1;;2006-04-04;;;;"Alias eius ut ea sunt.";243;478;;;;;;;0;;;;attr_opt_attr_497;;;;;;;"Veritatis deleniti eius eius voluptates in sint enim.";;375;672;;467;751;;0;2003-06-08;;;;;132;METER;2012-03-05;1997-07-03;;;;attr_opt_attr_592;attr_opt_attr_590;;;;;;;135;;;;;;;739;171;2000-02-05;;338;;;;;;1993-06-13;1973-01-02;;;;;;;;;"Libero est quod ipsam ut pariatur ut saepe.";290;METER;;;;;;;;"Et quia omnis dolores facere est provident debitis.";;"Labore cupiditate laudantium ipsa harum.";;;;attr_opt_attr_66;777;METER;;;52;METER;;;;;;;548;METER;;;;;;727;827;897;;;;;;"Aut aspernatur in enim enim."
id-1255;fam_32;;master_1_4_4,master_0_2_6;;;;;;;;;;;;;;;;;;;;;;;attr_opt_attr_03;attr_opt_attr_06;;;;358;682;;;;;;;;;;;;;;;;;attr_opt_attr_155;;;542;968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Quia et fuga commodi fuga et quis.";"Minus quaerat veniam magnam non in.";;;"Iure dolor sed aliquam fugiat doloremque quae repudiandae.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;attr_opt_attr_643;
id-1256;fam_49;;master_4_1_5,master_1_3_0;;;attr_opt_attr_526;;;;;;;;;;;;;;;;attr_opt_attr_497;2004-09-28;;;attr_opt_attr_01;attr_opt_attr_05;;"Est sunt iure laborum architecto consectetur voluptatum voluptate.";;;;;961;730;;0;;1987-07-19;;;;;;;;1;1;attr_opt_attr_153;;;;;;;;;804;"Exercitationem officia et distinctio deleniti.";66;950;"Doloremque rerum sapiente eius qui quia.";865;411;558;23;;750;505;"Porro ea libero vero sapiente enim ad maiores.";1;"Quia ipsam hic enim ut.";;1986-06-09;1993-07-05;2003-04-09;attr_opt_attr_962;;;;808;METER;563;;"Et aut dolores sapiente asperiores molestiae.";15;METER;attr_opt_attr_252;;;;;;;"Sed modi itaque voluptate veritatis sequi quia.";;;;;;;;;;;;;422;;;;;;;;;;581;METER;;;;;;;;;;
id-1257;fam_10;;master_4_0_1,master_0_0_2;1;;;attr_opt_attr_238;1983-12-04;;989;605;;;;;attr_opt_attr_343;935;;;;;;;;;;;;"Nesciunt molestiae voluptatem ut delectus.";;;;;;;;;1988-06-10;1973-06-22;;;;;;2011-06-10;2009-05-15;1;1;;;;;;;149;50;;;;;;"Et sapiente sed nisi dignissimos totam.";;;544;861;;372;;;;;;1975-10-28;;;attr_opt_attr_963;;;;45;METER;;;;;;attr_opt_attr_255;;;;;"Reiciendis atque et quam.";"Et dolorem aspernatur et omnis.";;;;;;109;attr_opt_attr_64;;;;;977;METER;;"Exercitationem ipsa officia rerum explicabo alias.";;;;;905;METER;0;;;;;;;;;;;;;
id-1258;fam_13;;master_2_1_4,master_1_5;;;;attr_opt_attr_233;;;;;;;;;;;;;;;;;;;;;;"Enim recusandae in recusandae voluptatem consequatur.";;;;;;;;;1989-02-18;;;;;;;;;;;;;;;;;;;;;;;;;;;89;212;2015-07-17;;;;;;;;;;;;;;;;;;;;;attr_opt_attr_252;;;;;;;;;;;;;;;;0;1;435;METER;;;;;;;;;;;;;;;;;;;;;;
id-1259;fam_42;;master_0_4_3,master_4_3;0;;;;;;;;attr_opt_attr_635;924;METER;;;;;;;;;;;;;;;"Perferendis autem voluptate ab.";;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Voluptatem sequi quam voluptatem dolores.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;950;;;;;;;;
id-1260;fam_43;;master_3_5_4,master_0_4_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2005-04-27;;;"Nostrum doloremque assumenda et et adipisci placeat.";1;;;;;;;;;;;;;;;;;attr_opt_attr_256;;;;;;;"Distinctio eius quasi et.";;;;;;;;;;;;;899;;;;;;;;;;782;METER;;;;;;;;;;"Consequatur est aut quaerat commodi cupiditate."
id-1261;fam_39;;master_2_6_0,master_1_1;;;;;;;;;;;;;;;0;;;;;;;;;;;"Non dolores sint quas aut dolore eum repudiandae.";;;;;;;;;;;;;;;;;;;;attr_opt_attr_157;attr_opt_attr_596;attr_opt_attr_590;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69;METER;;666;METER;;670;;;"Debitis voluptatem iste repudiandae nihil eum vitae ut.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
id-1262;fam_41;;master_5_1_0,master_1_1_5;;;;;;;;;;;;;;;;1;;;;;;;;;;;;138;767;;;;;;;;;;;;;;;;;;attr_opt_attr_595;attr_opt_attr_596;;;;379;542;;;;;;;;;;;;;569;;;;;;1997-11-24;2006-05-26;attr_opt_attr_961;;;;;;;;;;;;;;;;;;;;;;;;attr_opt_attr_68;;;;;;;;;;;;;;;;;;;;;;;;;;;;
id-1263;fam_7;;master_6_5_1,master_5_6_4;;1980-02-27;;;;;;;attr_opt_attr_638;;;;;;;0;;;;1994-10-20;;;;;;;;719;327;;;;;;;1981-04-29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;37;;;;;;;;;;;;;;;;;;;;;
id-1264;fam_41;;master_1_0_3,master_0_1_4;;;;attr_opt_attr_233;;;;;attr_opt_attr_637;;;;attr_opt_attr_341;;;;;;;;attr_opt_attr_217;;;;;"Odio minus ex nisi laudantium autem quasi ut sint.";;596;64;;;;;;;1975-09-27;;;;849;METER;;;;;;;;;;;607;760;;;"Est aut iste quo cumque atque.";;;;;;;;;;860;;;"Sequi voluptatem est debitis ratione quis.";;;2002-05-16;1998-06-20;attr_opt_attr_966;;;;;;424;;;;;attr_opt_attr_259;;;;;;;;;;;;;attr_opt_attr_62;;;1;0;445;METER;671;"Maxime voluptates aut dignissimos officia minima.";;;;1988-09-18;;;0;;;;"Quibusdam et doloribus rerum tempore dolorem nesciunt recusandae.";;914;569;;;1;;attr_opt_attr_649;"Eveniet modi a assumenda rerum omnis occaecati."
id-1265;fam_4;;master_1_4_4,master_4_6_6;;;;;1995-01-24;;836;145;attr_opt_attr_639;;;1;attr_opt_attr_342;282;;;;;;;attr_opt_attr_216;;;;;"Blanditiis quibusdam odio vitae optio et mollitia.";;;;;295;330;;;;;;;;;;2002-10-29;1972-03-16;;;;;;;;;101;424;;;"Qui et reprehenderit ut ut non.";253;217;;130;271;;;;573;593;"Et repellat omnis minus dicta et quam ut repudiandae.";0;;;1976-10-01;2003-06-24;1971-08-28;;;;;;;;;;;;attr_opt_attr_255;845;METER;0;88;"Rerum doloremque vitae quo animi aut beatae quia.";"Voluptatem facilis rerum aspernatur magnam dolores officiis a.";;;;157;;479;;895;METER;0;1;;;;;;;;;;;;1;;;;;;;;;0;;;
id-1266;fam_28;;master_3_2_1,master_0_0_1;;;;;;;;;;;;;;287;1;;;;;;;;;;;"Rerum natus aut aut inventore necessitatibus ipsum repellendus non.";;;;;;;;;;;;;;;;;;;;;attr_opt_attr_594;attr_opt_attr_592;969;870;;;;;588;;;;;;;518;114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2014-10-05;;;;;;;;;;;;;;;;
id-1267;fam_4;;master_6_3_0,master_2_1_5;;;;;1978-05-24;;911;307;;;;1;;185;;;;;;;attr_opt_attr_211;;;;;"Eveniet qui et sequi labore ut.";;;;;;;;;;;;;;;;1981-11-18;1983-12-23;;;;;;;;;262;826;;;"Vel vel est dolores nihil laudantium suscipit.";958;499;;469;785;;;;538;188;;1;;;1983-03-17;2003-09-25;2001-12-31;;;;;;;;;;;;attr_opt_attr_259;44;METER;0;914;"Ullam cum voluptatum maxime cupiditate.";"Sit vero qui qui vel perferendis et molestias.";;;;54;;397;;850;METER;1;1;766;METER;;"Qui aut mollitia dolores voluptatem vitae expedita modi.";;;;;;;;;;;;;686;620;;;1;;;
id-1268;fam_41;;master_3_5,master_2_5_4;0;;;attr_opt_attr_233;;;;;;;;;;;;;;;attr_opt_attr_494;;attr_opt_attr_219;;;;;"Cupiditate ullam fuga est et quia aliquid itaque.";;834;567;;;;;;;1983-02-16;;"Hello world!";;49;METER;;;;;;attr_opt_attr_598;attr_opt_attr_597;;;;;;;;"Expedita id odio quam deleniti.";;;"Culpa et id veritatis vel veniam similique est.";;;;;;;903;"Incidunt quisquam iure unde et.";;"Ad fugit et libero non nihil doloribus omnis.";;;2001-06-03;2000-07-03;attr_opt_attr_967;;;;987;METER;;;;;;attr_opt_attr_250;;;;;;;;;;;;349;attr_opt_attr_67;386;METER;1;0;;;;"Aut distinctio voluptates commodi voluptatem porro vitae.";;;;2007-03-23;;;0;;;;;;211;875;;;0;;attr_opt_attr_642;"Fugiat temporibus quae omnis eum."
id-1269;fam_25;;master_5_0_3,master_2_2_2;1;1999-04-24;;attr_opt_attr_237;;;;;;953;METER;1;attr_opt_attr_349;411;0;1;;;;1999-11-23;attr_opt_attr_212;;attr_opt_attr_02;attr_opt_attr_09;;"Quo eos accusantium ratione enim veniam velit.";;;;;235;527;;0;2015-06-15;2003-06-06;"Velit illum aut nisi ut modi.";;;289;METER;;;0;1;attr_opt_attr_158;attr_opt_attr_594;attr_opt_attr_593;;;;767;189;;;"Cumque et eum eum minus fugit qui.";;;;;;382;671;;738;658;;;;;;;;;;;;;;;;;;;;;;;753;;;;;;;;;;;;;;;;;;;;;2009-06-03;;;;;;;;;563;661;;;;;;"Consectetur porro libero placeat consequatur repellendus aliquam."
id-1270;fam_48;;master_3_3_0,master_1_2_4;0;1996-07-16;attr_opt_attr_522;attr_opt_attr_237;;"Consequuntur praesentium maiores quam labore.";333;838;;;;0;;381;;;;;;;;;;;;"Qui ut velit est fugit mollitia a deserunt sed.";;;;;895;294;;1;;;"Possimus ut amet minus voluptas odio numquam impedit veritatis.";;;;;;;;;attr_opt_attr_158;;;;;;;;;541;;;;;;;;;;;;;0;;;2009-09-27;;;;"Accusamus aut nesciunt eius voluptas.";;;;;;;"Aut temporibus doloremque quidem ducimus aut.";770;METER;attr_opt_attr_257;;;;;"Voluptate qui neque inventore veniam eos expedita eos.";"In ipsam sed eos sit quia.";;;;800;attr_opt_attr_918;;attr_opt_attr_66;;;;;;;301;;;;;;109;METER;1;1;;;"Possimus laborum porro voluptatem perspiciatis praesentium iure.";;;;;;0;;attr_opt_attr_645;
id-1271;fam_30;;master_3_5,master_4_0_5;;;;attr_opt_attr_235;1974-01-06;"Ex iure explicabo in deserunt.";;;attr_opt_attr_635;;;;attr_opt_attr_348;20;;;;;attr_opt_attr_494;1988-05-25;;;;;;"Voluptatibus labore illum animi laborum voluptates mollitia dolor.";;342;834;;;;;;;2015-10-05;"Non voluptatem incidunt asperiores sed eius eveniet consequatur ut.";"Hello world!";;;;;;;;attr_opt_attr_155;attr_opt_attr_598;attr_opt_attr_596;;;;;;;;;;;;595;846;;;;;;;;"Culpa beatae illo omnis molestiae et et.";;1985-02-21;;;attr_opt_attr_967;"Iste unde reprehenderit et.";;;;;28;;"Autem labore quis occaecati dignissimos eum sit ipsa omnis.";;;;395;METER;1;;"Qui modi vitae molestiae quia.";"Vel est et voluptatibus molestias.";;;;730;;805;;;;;;;;;;;;;1998-06-04;;;;1;820;METER;"Expedita expedita temporibus asperiores ex quasi delectus.";;;;;;0;;;
id-1272;fam_9;;master_6_4_0,master_4_2_3;;;attr_opt_attr_524;;;;174;658;attr_opt_attr_630;;;;;;;;;;;;attr_opt_attr_215;;attr_opt_attr_07;attr_opt_attr_08;;"Id in libero explicabo praesentium nulla consequatur.";;259;205;;;;;1;2010-12-09;1987-10-05;;;;770;METER;;;;;;;;;;;681;239;;;"Fugit neque neque molestiae distinctio eum.";;;;709;708;;;;473;;;;;;;;;;;;;;;496;;;208;METER;;;;;;;;;;"Nam ea repellat id aperiam.";383;attr_opt_attr_919;;;959;METER;;;615;METER;491;"Sunt similique enim labore et iste accusantium.";;;;1998-06-24;763;METER;;;478;METER;;;;;;;;;;
id-1273;fam_10;;master_2_5,master_3_5_4;0;;;attr_opt_attr_238;;;;;;;;;;;;;;;;;;;;;;"Ea ratione error dolore nihil ipsa numquam nesciunt eligendi.";;;;;;;;;;;;;;564;METER;;;;;;;;;;;;;;;;703;302;"Doloremque impedit placeat et et est.";;;;;;;;;;;;;;;attr_opt_attr_964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
id-1274;fam_46;;master_5_6_1,master_6_2_4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-06-29;;;;0;;;;1980-03-29;2005-09-13;;;;;;;;;"Molestiae aut nobis officiis sed repudiandae neque.";;;;;;;;;;"Maxime at sit aliquid non.";;;272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
id-1275;fam_19;;master_3_0_5,master_1_3_2;;;attr_opt_attr_528;;1991-06-06;"Est fuga molestiae alias et.";267;118;attr_opt_attr_633;890;METER;;;553;0;;;;attr_opt_attr_498;;;;;;;"Cum nostrum modi cumque dolorem.";;;;;;;;;;;"Itaque accusamus temporibus est omnis excepturi et ipsum.";;;;;;;;;;;;981;471;;510;717;;331;"Aliquam voluptatibus qui quis recusandae.";250;674;;;;;;;236;;"Est eos quam ullam fugiat rem alias veritatis.";;;;;;;attr_opt_attr_965;"Amet dolore fugiat velit labore maxime.";;;;;;;;4;METER;;452;METER;;350;;;;;"Quibusdam facilis rerum laudantium eligendi non corporis.";703;attr_opt_attr_910;;;;;;;;;945;"Aut sint quia cumque nihil dolores.";;;;2005-05-29;;;;;;;"Quo sequi consectetur animi quia earum.";781;;;;;0;;attr_opt_attr_647;"Consequatur voluptate tenetur sint nesciunt doloremque."
id-1276;fam_42;;master_0_4_6,master_0_1_5;1;;;;;;;;attr_opt_attr_638;756;METER;;;;;;;;;;;;;;;"Sapiente enim accusantium harum delectus.";;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Delectus quis incidunt dolor dolor ullam repellendus.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;754;;;;;;;;
id-1277;fam_17;;master_1_6_0,master_4_0_5;;;;;;;;;;;;;;71;1;;;;attr_opt_attr_497;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;159;855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Animi enim eius maiores quos illum quas rerum nisi.";;;;;;;;;;;;;743;600;;;;;attr_opt_attr_640;
id-1278;fam_25;;master_5_5,master_3_2_2;0;1983-07-28;;attr_opt_attr_236;;"Error sint mollitia iure et.";840;789;;;;0;;704;0;;;;attr_opt_attr_490;;attr_opt_attr_218;;;;;"Neque inventore iure veniam libero earum autem incidunt.";;58;661;;565;443;;1;;;"Non non ratione recusandae dolor.";"Hello world!";;469;METER;2014-03-11;1989-06-26;1;0;attr_opt_attr_150;attr_opt_attr_597;attr_opt_attr_597;848;249;;632;61;;;"Autem est sed qui.";;;;;;715;360;;51;192;;;;;;;;;;;;;;;;;;;attr_opt_attr_252;;;;913;;;"Ullam exercitationem distinctio omnis harum et.";;;;;;;;;;;;;;;;;;1973-05-13;;;;;;;;;138;988;;;;;;"Laboriosam quisquam distinctio velit nesciunt et ut."
id-1279;fam_39;;master_3_4_6,master_5_4_3;1;;attr_opt_attr_527;attr_opt_attr_230;;;;;attr_opt_attr_635;419;METER;1;;;1;0;;;;;;;;;;"Facere est beatae vitae ex neque ut facilis fuga.";;;;;;;;;;;"Vel quia atque aliquid ducimus culpa velit perspiciatis.";;;30;METER;;;1;1;;;;167;12;;;;;833;;;;;;;;;2014-03-16;17;;;;;;;2007-11-04;1988-12-27;;;;;;;;;;131;METER;;;;1;;;;"Aut consectetur ipsum omnis ea in.";;"Possimus aliquid adipisci velit mollitia voluptatibus ad.";;;763;attr_opt_attr_60;;;;;925;METER;352;"Non minima molestiae earum enim sunt recusandae.";;;;;579;METER;;;889;METER;;286;;;;;0;;;
id-1280;fam_45;;master_6_5_2,master_6_4_2;;;;;;"Vitae et et dolorem eum voluptatibus ex voluptate.";;;;219;METER;0;;;0;1;;;attr_opt_attr_494;;;;attr_opt_attr_07;attr_opt_attr_04;;"Voluptas repudiandae pariatur molestias natus.";;;;;502;941;;;2007-08-03;;;"Hello world!";;;;;;;;;;;;;;;;;;;;;"Qui ut deserunt sed numquam aut quod aut.";;;;;;;340;"At vero nobis nisi voluptate sed temporibus eum.";;;;;;;;"Ea deserunt facere deserunt dolorem eaque.";;;;;497;;;282;METER;attr_opt_attr_257;;;;493;;;"Vel veritatis aliquam voluptas tenetur officiis omnis quas.";;;;;;attr_opt_attr_64;;;0;1;;;;;;;;2001-07-07;;;1;;;;"Eligendi id minus et totam natus eum.";;;;;;0;;;
id-1281;fam_35;;master_5_3_5,master_1_5;;;;;;;;;;618;METER;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;994;493;;581;373;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;attr_opt_attr_258;;;;;;;;;;;;259;;164;METER;;;;;;;;;;;;;;;;;;;536;825;;;;;;
