code;label-fr_FR;label-en_US;attribute_as_label;attributes;requirements-ecommerce;requirements-print
fam_137;"Incidunt nihil.";"Itaque aliquam dolor.";name;sku,name,attr_781,attr_264,attr_31,attr_851,attr_952,attr_324,attr_17,attr_373,attr_35,attr_592,attr_694,attr_381,attr_377,attr_677,attr_755,attr_601,attr_410,attr_687,attr_704,attr_491,attr_680,attr_616,attr_846,attr_890,attr_154,attr_472,attr_435,attr_607,attr_193,attr_821,attr_372,attr_741,attr_47,attr_955,attr_138,attr_861,attr_534,attr_268,attr_26,attr_585,attr_140,attr_331,attr_764,attr_80,attr_615,attr_63,attr_315,attr_635,attr_361,attr_212,attr_127,attr_316,attr_450,attr_745,attr_814,attr_111,attr_317,attr_344,attr_208,attr_647,attr_833,attr_525,attr_539,attr_50,attr_859,attr_801,attr_347,attr_110,attr_371,attr_979,attr_465,attr_329,attr_944,attr_380,attr_879,attr_303,attr_456,attr_708,attr_230,attr_134,attr_977,attr_308,attr_462,attr_740,attr_714,attr_336,attr_321,attr_99,attr_477,attr_545,attr_789,attr_506,attr_570,attr_945,attr_8,attr_921,attr_935,attr_256,attr_433;sku,attr_35,attr_952,attr_99,attr_31;sku,attr_944,attr_336,attr_694,attr_846
fam_138;"Quas rerum.";"Dolorem laborum sint.";name;sku,name,attr_776,attr_981,attr_951,attr_283,attr_879,attr_467,attr_500,attr_117,attr_628,attr_460,attr_843,attr_512,attr_679,attr_830,attr_557,attr_884,attr_722,attr_393,attr_197,attr_994,attr_752,attr_531,attr_244,attr_618,attr_833,attr_573,attr_271,attr_74,attr_997,attr_202,attr_979,attr_733,attr_853,attr_87,attr_388,attr_769,attr_156,attr_743,attr_861,attr_300,attr_763,attr_403,attr_662,attr_891,attr_38,attr_892,attr_321,attr_526,attr_666,attr_4,attr_691,attr_482,attr_579,attr_599,attr_401,attr_79,attr_639,attr_102,attr_727,attr_143,attr_221,attr_402,attr_796,attr_894,attr_334,attr_529,attr_51,attr_982,attr_504,attr_877,attr_161,attr_180,attr_382,attr_624,attr_910,attr_114,attr_268,attr_588,attr_148,attr_549,attr_291,attr_415,attr_911,attr_709,attr_186,attr_366,attr_885,attr_754,attr_803,attr_353,attr_585,attr_72,attr_672,attr_127,attr_800,attr_19,attr_882,attr_428,attr_977;sku,attr_402,attr_885,attr_127,attr_156;sku,attr_776,attr_833,attr_271,attr_981
fam_139;"Asperiores maxime est.";"Rerum sunt.";name;sku,name,attr_301,attr_116,attr_792,attr_321,attr_686,attr_583,attr_286,attr_720,attr_455,attr_923,attr_330,attr_509,attr_592,attr_183,attr_722,attr_809,attr_149,attr_10,attr_677,attr_99,attr_918,attr_519,attr_618,attr_858,attr_368,attr_699,attr_624,attr_496,attr_890,attr_215,attr_380,attr_702,attr_762,attr_167,attr_894,attr_397,attr_381,attr_721,attr_144,attr_228,attr_69,attr_863,attr_390,attr_93,attr_454,attr_725,attr_268,attr_939,attr_660,attr_64,attr_522,attr_604,attr_239,attr_102,attr_100,attr_652,attr_571,attr_152,attr_86,attr_849,attr_856,attr_775,attr_862,attr_956,attr_120,attr_492,attr_97,attr_564,attr_132,attr_878,attr_274,attr_46,attr_684,attr_176,attr_369,attr_779,attr_247,attr_174,attr_205,attr_611,attr_160,attr_401,attr_464,attr_150,attr_900,attr_877,attr_83,attr_685,attr_771,attr_824,attr_634,attr_566,attr_786,attr_285,attr_463,attr_467,attr_140,attr_695,attr_379;sku,attr_176,attr_677,attr_463,attr_496;sku,attr_140,attr_464,attr_792,attr_684
fam_140;"Quisquam quia.";"Optio qui sunt.";name;sku,name,attr_650,attr_761,attr_360,attr_213,attr_567,attr_439,attr_261,attr_128,attr_884,attr_536,attr_813,attr_155,attr_400,attr_930,attr_516,attr_776,attr_700,attr_736,attr_55,attr_958,attr_508,attr_190,attr_40,attr_116,attr_204,attr_767,attr_259,attr_491,attr_544,attr_616,attr_611,attr_660,attr_648,attr_260,attr_269,attr_220,attr_729,attr_202,attr_476,attr_726,attr_816,attr_36,attr_407,attr_810,attr_117,attr_591,attr_135,attr_722,attr_268,attr_833,attr_492,attr_173,attr_229,attr_850,attr_586,attr_66,attr_390,attr_16,attr_457,attr_90,attr_695,attr_429,attr_658,attr_267,attr_854,attr_646,attr_271,attr_428,attr_882,attr_521,attr_943,attr_406,attr_773,attr_919,attr_633,attr_1,attr_853,attr_124,attr_614,attr_486,attr_103,attr_326,attr_702,attr_708,attr_165,attr_632,attr_416,attr_94,attr_313,attr_774,attr_655,attr_533,attr_641,attr_419,attr_494,attr_818,attr_455,attr_623,attr_741;sku,attr_930,attr_655,attr_516,attr_700;sku,attr_650,attr_116,attr_66,attr_390
fam_141;"Accusantium voluptatum error.";"Autem et assumenda.";name;sku,name,attr_571,attr_437,attr_61,attr_436,attr_397,attr_182,attr_660,attr_418,attr_503,attr_850,attr_335,attr_26,attr_674,attr_228,attr_158,attr_87,attr_329,attr_42,attr_378,attr_242,attr_425,attr_470,attr_726,attr_868,attr_93,attr_38,attr_431,attr_955,attr_353,attr_731,attr_707,attr_170,attr_558,attr_653,attr_887,attr_453,attr_460,attr_456,attr_497,attr_557,attr_640,attr_99,attr_516,attr_349,attr_911,attr_371,attr_122,attr_189,attr_775,attr_986,attr_738,attr_50,attr_921,attr_896,attr_792,attr_577,attr_666,attr_489,attr_162,attr_337,attr_513,attr_196,attr_444,attr_258,attr_616,attr_785,attr_724,attr_687,attr_62,attr_695,attr_117,attr_102,attr_945,attr_638,attr_777,attr_814,attr_25,attr_567,attr_703,attr_388,attr_505,attr_45,attr_307,attr_569,attr_723,attr_171,attr_693,attr_801,attr_744,attr_831,attr_646,attr_602,attr_751,attr_373,attr_523,attr_548,attr_123,attr_864,attr_545;sku,attr_751,attr_814,attr_329,attr_42;sku,attr_489,attr_602,attr_123,attr_571
fam_142;"Asperiores et.";"Sit illo soluta.";name;sku,name,attr_711,attr_650,attr_67,attr_345,attr_557,attr_242,attr_922,attr_582,attr_972,attr_56,attr_609,attr_323,attr_643,attr_207,attr_540,attr_805,attr_322,attr_800,attr_447,attr_479,attr_799,attr_580,attr_448,attr_917,attr_77,attr_318,attr_335,attr_611,attr_623,attr_61,attr_418,attr_902,attr_411,attr_93,attr_679,attr_795,attr_319,attr_41,attr_951,attr_136,attr_804,attr_927,attr_505,attr_81,attr_878,attr_990,attr_791,attr_749,attr_476,attr_545,attr_933,attr_745,attr_863,attr_876,attr_252,attr_762,attr_47,attr_743,attr_605,attr_439,attr_830,attr_656,attr_667,attr_696,attr_35,attr_166,attr_632,attr_872,attr_967,attr_926,attr_110,attr_153,attr_901,attr_943,attr_69,attr_277,attr_592,attr_776,attr_262,attr_408,attr_178,attr_343,attr_297,attr_50,attr_552,attr_65,attr_119,attr_456,attr_293,attr_180,attr_973,attr_578,attr_635,attr_95,attr_639,attr_602,attr_692,attr_426,attr_763;sku,attr_592,attr_749,attr_545,attr_804;sku,attr_602,attr_557,attr_293,attr_540
fam_143;"Vitae et earum.";"Voluptas ullam.";name;sku,name,attr_287,attr_560,attr_803,attr_833,attr_793,attr_588,attr_325,attr_177,attr_255,attr_242,attr_634,attr_66,attr_474,attr_480,attr_744,attr_987,attr_276,attr_747,attr_693,attr_988,attr_993,attr_62,attr_606,attr_723,attr_672,attr_832,attr_823,attr_963,attr_718,attr_761,attr_775,attr_191,attr_220,attr_21,attr_164,attr_151,attr_806,attr_828,attr_740,attr_600,attr_909,attr_791,attr_257,attr_500,attr_470,attr_269,attr_318,attr_831,attr_228,attr_931,attr_642,attr_405,attr_73,attr_203,attr_788,attr_561,attr_553,attr_355,attr_843,attr_416,attr_926,attr_69,attr_496,attr_986,attr_590,attr_485,attr_232,attr_898,attr_102,attr_956,attr_817,attr_943,attr_854,attr_890,attr_768,attr_348,attr_970,attr_410,attr_502,attr_350,attr_74,attr_297,attr_208,attr_815,attr_675,attr_369,attr_882,attr_805,attr_666,attr_571,attr_808,attr_826,attr_266,attr_841,attr_976,attr_973,attr_782,attr_202,attr_326;sku,attr_177,attr_642,attr_675,sku;sku,attr_66,attr_73,attr_988,attr_553
fam_144;"Soluta id est.";"Quia ea.";name;sku,name,attr_84,attr_997,attr_213,attr_896,attr_995,attr_261,attr_560,attr_731,attr_794,attr_996,attr_816,attr_762,attr_836,attr_451,attr_747,attr_214,attr_151,attr_791,attr_795,attr_548,attr_607,attr_677,attr_294,attr_298,attr_680,attr_729,attr_500,attr_318,attr_608,attr_961,attr_949,attr_449,attr_268,attr_265,attr_274,attr_709,attr_828,attr_622,attr_769,attr_44,attr_507,attr_735,attr_350,attr_135,attr_614,attr_660,attr_436,attr_478,attr_993,attr_915,attr_444,attr_39,attr_773,attr_602,attr_818,attr_165,attr_544,attr_116,attr_340,attr_52,attr_750,attr_144,attr_788,attr_148,attr_545,attr_822,attr_432,attr_424,attr_867,attr_177,attr_107,attr_683,attr_676,attr_557,attr_826,attr_761,attr_663,attr_879,attr_348,attr_489,attr_649,attr_825,attr_411,attr_670,attr_905,attr_112,attr_114,attr_632,attr_194,attr_895,attr_1,attr_639,attr_173,attr_891,attr_485,attr_156,attr_220,attr_751,attr_616;sku,attr_826,attr_265,attr_680,attr_879;sku,attr_114,attr_478,attr_993,attr_762
fam_145;"Unde sit.";"Similique ut ut.";name;sku,name,attr_770,attr_194,attr_465,attr_828,attr_651,attr_492,attr_282,attr_301,attr_751,attr_731,attr_136,attr_53,attr_529,attr_587,attr_737,attr_612,attr_60,attr_836,attr_438,attr_238,attr_222,attr_925,attr_190,attr_134,attr_852,attr_485,attr_699,attr_99,attr_934,attr_658,attr_489,attr_896,attr_983,attr_577,attr_901,attr_554,attr_512,attr_872,attr_832,attr_691,attr_223,attr_715,attr_488,attr_881,attr_229,attr_695,attr_906,attr_79,attr_418,attr_533,attr_868,attr_498,attr_261,attr_579,attr_538,attr_45,attr_854,attr_726,attr_135,attr_833,attr_732,attr_319,attr_161,attr_189,attr_74,attr_269,attr_8,attr_208,attr_207,attr_6,attr_114,attr_636,attr_403,attr_455,attr_3,attr_524,attr_19,attr_338,attr_315,attr_897,attr_550,attr_72,attr_767,attr_789,attr_310,attr_728,attr_598,attr_494,attr_370,attr_654,attr_940,attr_717,attr_214,attr_350,attr_853,attr_865,attr_450,attr_994,attr_713;sku,attr_854,attr_350,attr_658,attr_222;sku,attr_695,attr_208,attr_737,attr_418
fam_146;"Modi et quos.";"Soluta rerum et.";name;sku,name,attr_185,attr_559,attr_713,attr_347,attr_368,attr_427,attr_538,attr_586,attr_122,attr_740,attr_85,attr_177,attr_711,attr_29,attr_63,attr_508,attr_693,attr_994,attr_157,attr_652,attr_803,attr_629,attr_797,attr_880,attr_702,attr_853,attr_159,attr_550,attr_989,attr_164,attr_615,attr_930,attr_587,attr_323,attr_134,attr_190,attr_714,attr_722,attr_761,attr_756,attr_569,attr_971,attr_354,attr_910,attr_218,attr_273,attr_28,attr_777,attr_211,attr_44,attr_297,attr_894,attr_452,attr_929,attr_129,attr_386,attr_154,attr_636,attr_536,attr_784,attr_101,attr_970,attr_975,attr_388,attr_749,attr_463,attr_372,attr_961,attr_905,attr_24,attr_23,attr_577,attr_444,attr_841,attr_14,attr_325,attr_709,attr_864,attr_789,attr_661,attr_265,attr_562,attr_188,attr_837,attr_481,attr_727,attr_642,attr_862,attr_598,attr_911,attr_305,attr_575,attr_908,attr_50,attr_284,attr_828,attr_599,attr_736,attr_996;sku,attr_911,attr_853,attr_837,attr_828;sku,attr_994,attr_44,attr_284,attr_354
fam_147;"Autem est pariatur.";"Ut similique.";name;sku,name,attr_757,attr_309,attr_946,attr_940,attr_703,attr_687,attr_411,attr_564,attr_94,attr_341,attr_639,attr_748,attr_827,attr_172,attr_989,attr_326,attr_733,attr_649,attr_27,attr_52,attr_965,attr_705,attr_201,attr_199,attr_3,attr_24,attr_696,attr_701,attr_34,attr_25,attr_275,attr_689,attr_439,attr_250,attr_14,attr_394,attr_796,attr_877,attr_441,attr_146,attr_939,attr_13,attr_5,attr_992,attr_666,attr_409,attr_942,attr_358,attr_916,attr_759,attr_244,attr_781,attr_846,attr_155,attr_987,attr_731,attr_747,attr_615,attr_221,attr_412,attr_335,attr_776,attr_890,attr_188,attr_730,attr_750,attr_944,attr_858,attr_647,attr_836,attr_236,attr_416,attr_479,attr_316,attr_584,attr_805,attr_732,attr_806,attr_297,attr_585,attr_78,attr_120,attr_392,attr_596,attr_968,attr_46,attr_799,attr_209,attr_281,attr_681,attr_839,attr_853,attr_274,attr_168,attr_685,attr_399,attr_294,attr_89,attr_490;sku,attr_409,attr_806,attr_992,attr_942;sku,attr_730,attr_5,attr_412,attr_120
fam_148;"Autem odio.";"Et possimus qui.";name;sku,name,attr_188,attr_165,attr_523,attr_832,attr_320,attr_875,attr_615,attr_528,attr_532,attr_198,attr_706,attr_316,attr_286,attr_346,attr_39,attr_567,attr_678,attr_435,attr_880,attr_25,attr_952,attr_219,attr_1,attr_849,attr_524,attr_730,attr_78,attr_265,attr_534,attr_455,attr_328,attr_739,attr_249,attr_904,attr_958,attr_402,attr_291,attr_881,attr_95,attr_791,attr_317,attr_830,attr_911,attr_751,attr_883,attr_547,attr_233,attr_764,attr_102,attr_737,attr_367,attr_479,attr_304,attr_785,attr_687,attr_386,attr_855,attr_84,attr_339,attr_614,attr_955,attr_392,attr_643,attr_965,attr_51,attr_213,attr_624,attr_996,attr_89,attr_398,attr_20,attr_192,attr_439,attr_836,attr_303,attr_33,attr_159,attr_587,attr_133,attr_819,attr_80,attr_713,attr_52,attr_908,attr_710,attr_214,attr_863,attr_345,attr_394,attr_202,attr_483,attr_677,attr_271,attr_787,attr_689,attr_399,attr_782,attr_977,attr_934;sku,attr_863,attr_730,attr_402,attr_832;sku,attr_730,attr_832,attr_303,attr_394
fam_149;"Quo ipsum non.";"Repudiandae atque non.";name;sku,name,attr_329,attr_280,attr_496,attr_257,attr_502,attr_520,attr_215,attr_420,attr_950,attr_157,attr_788,attr_92,attr_48,attr_507,attr_657,attr_985,attr_998,attr_901,attr_804,attr_305,attr_261,attr_789,attr_366,attr_920,attr_620,attr_115,attr_27,attr_785,attr_605,attr_905,attr_211,attr_281,attr_543,attr_393,attr_469,attr_228,attr_815,attr_711,attr_333,attr_158,attr_401,attr_915,attr_291,attr_313,attr_371,attr_120,attr_728,attr_649,attr_118,attr_163,attr_495,attr_224,attr_133,attr_493,attr_137,attr_429,attr_553,attr_193,attr_746,attr_431,attr_845,attr_245,attr_84,attr_96,attr_450,attr_696,attr_341,attr_407,attr_170,attr_122,attr_732,attr_978,attr_247,attr_579,attr_473,attr_954,attr_522,attr_57,attr_574,attr_681,attr_332,attr_307,attr_20,attr_86,attr_588,attr_72,attr_357,attr_387,attr_914,attr_793,attr_388,attr_763,attr_631,attr_710,attr_53,attr_436,attr_319,attr_39,attr_938;sku,attr_280,attr_789,attr_620,attr_732;sku,attr_96,attr_920,attr_431,attr_789
fam_150;"Odio iure.";"Distinctio quia.";name;sku,name,attr_98,attr_528,attr_554,attr_950,attr_830,attr_407,attr_475,attr_900,attr_639,attr_239,attr_798,attr_85,attr_841,attr_54,attr_936,attr_557,attr_730,attr_84,attr_521,attr_228,attr_608,attr_386,attr_553,attr_572,attr_796,attr_688,attr_257,attr_92,attr_700,attr_741,attr_59,attr_20,attr_435,attr_413,attr_871,attr_621,attr_925,attr_701,attr_614,attr_165,attr_653,attr_182,attr_746,attr_206,attr_261,attr_384,attr_558,attr_492,attr_283,attr_1,attr_899,attr_573,attr_958,attr_342,attr_69,attr_635,attr_768,attr_211,attr_4,attr_191,attr_855,attr_766,attr_623,attr_613,attr_237,attr_942,attr_779,attr_248,attr_405,attr_726,attr_242,attr_62,attr_65,attr_494,attr_626,attr_88,attr_117,attr_116,attr_520,attr_724,attr_129,attr_339,attr_450,attr_672,attr_883,attr_353,attr_822,attr_453,attr_540,attr_406,attr_986,attr_652,attr_303,attr_966,attr_335,attr_875,attr_897,attr_588,attr_414;sku,attr_730,attr_653,attr_925,attr_261;sku,attr_553,attr_626,attr_303,attr_588
fam_151;"Ea fugit.";"Et et.";name;sku,name,attr_935,attr_88,attr_902,attr_217,attr_903,attr_782,attr_44,attr_838,attr_708,attr_302,attr_768,attr_899,attr_271,attr_327,attr_723,attr_469,attr_569,attr_55,attr_536,attr_347,attr_749,attr_451,attr_727,attr_54,attr_634,attr_515,attr_596,attr_869,attr_87,attr_950,attr_532,attr_115,attr_94,attr_642,attr_573,attr_173,attr_875,attr_445,attr_598,attr_507,attr_151,attr_722,attr_488,attr_872,attr_47,attr_420,attr_462,attr_963,attr_141,attr_592,attr_304,attr_214,attr_706,attr_236,attr_884,attr_661,attr_476,attr_953,attr_896,attr_991,attr_657,attr_550,attr_437,attr_924,attr_338,attr_24,attr_273,attr_330,attr_140,attr_165,attr_648,attr_207,attr_360,attr_560,attr_134,attr_11,attr_81,attr_741,attr_77,attr_735,attr_21,attr_929,attr_505,attr_234,attr_321,attr_282,attr_731,attr_383,attr_688,attr_561,attr_966,attr_544,attr_921,attr_186,attr_339,attr_62,attr_681,attr_64,attr_460;sku,attr_64,attr_339,attr_661,attr_899;sku,attr_437,attr_445,attr_532,attr_420
fam_152;"Vel dolore alias.";"Fugit quae.";name;sku,name,attr_322,attr_779,attr_364,attr_241,attr_193,attr_106,attr_113,attr_523,attr_834,attr_144,attr_898,attr_474,attr_407,attr_125,attr_7,attr_847,attr_142,attr_277,attr_389,attr_521,attr_456,attr_920,attr_643,attr_922,attr_491,attr_138,attr_790,attr_20,attr_789,attr_37,attr_234,attr_247,attr_93,attr_995,attr_405,attr_817,attr_45,attr_527,attr_22,attr_986,attr_254,attr_424,attr_452,attr_677,attr_23,attr_434,attr_545,attr_942,attr_430,attr_664,attr_64,attr_610,attr_935,attr_857,attr_724,attr_477,attr_667,attr_215,attr_906,attr_140,attr_707,attr_713,attr_954,attr_989,attr_26,attr_271,attr_345,attr_687,attr_627,attr_154,attr_715,attr_390,attr_213,attr_961,attr_882,attr_888,attr_406,attr_814,attr_320,attr_382,attr_287,attr_413,attr_965,attr_334,attr_886,attr_258,attr_39,attr_517,attr_748,attr_233,attr_804,attr_84,attr_565,attr_564,attr_765,attr_550,attr_173,attr_167,attr_116;sku,attr_434,attr_213,attr_241,attr_154;sku,attr_390,attr_125,attr_834,attr_140
fam_153;"Pariatur earum.";"Dolores aut aliquam.";name;sku,name,attr_778,attr_185,attr_845,attr_793,attr_713,attr_646,attr_189,attr_744,attr_436,attr_117,attr_979,attr_577,attr_872,attr_486,attr_367,attr_320,attr_73,attr_539,attr_518,attr_946,attr_595,attr_508,attr_811,attr_197,attr_783,attr_285,attr_307,attr_161,attr_620,attr_298,attr_162,attr_854,attr_858,attr_935,attr_32,attr_62,attr_655,attr_224,attr_72,attr_674,attr_180,attr_69,attr_846,attr_360,attr_392,attr_352,attr_434,attr_329,attr_648,attr_964,attr_652,attr_476,attr_537,attr_188,attr_277,attr_748,attr_151,attr_880,attr_972,attr_672,attr_601,attr_621,attr_689,attr_876,attr_312,attr_88,attr_430,attr_331,attr_767,attr_699,attr_238,attr_709,attr_809,attr_300,attr_483,attr_757,attr_373,attr_768,attr_650,attr_795,attr_987,attr_155,attr_698,attr_475,attr_230,attr_938,attr_509,attr_229,attr_917,attr_349,attr_812,attr_18,attr_254,attr_566,attr_147,attr_977,attr_296,attr_108,attr_765;sku,attr_783,attr_655,attr_331,attr_674;sku,attr_713,attr_161,attr_854,attr_646
fam_154;"Repellat est voluptatem.";"Nostrum sequi delectus.";name;sku,name,attr_164,attr_508,attr_384,attr_736,attr_280,attr_743,attr_189,attr_37,attr_834,attr_165,attr_339,attr_968,attr_814,attr_991,attr_712,attr_831,attr_981,attr_895,attr_548,attr_100,attr_265,attr_122,attr_108,attr_177,attr_780,attr_796,attr_715,attr_866,attr_724,attr_87,attr_936,attr_558,attr_639,attr_840,attr_427,attr_886,attr_411,attr_73,attr_916,attr_266,attr_436,attr_766,attr_777,attr_197,attr_318,attr_174,attr_128,attr_460,attr_44,attr_47,attr_211,attr_790,attr_187,attr_281,attr_655,attr_806,attr_147,attr_241,attr_732,attr_670,attr_932,attr_46,attr_291,attr_83,attr_234,attr_270,attr_935,attr_675,attr_822,attr_244,attr_317,attr_518,attr_554,attr_522,attr_795,attr_40,attr_549,attr_80,attr_473,attr_998,attr_813,attr_841,attr_983,attr_768,attr_563,attr_409,attr_510,attr_69,attr_937,attr_644,attr_334,attr_620,attr_319,attr_64,attr_289,attr_267,attr_908,attr_370,attr_973;sku,attr_108,attr_266,attr_670,attr_241;sku,attr_644,attr_675,attr_197,sku
fam_155;"Iure et expedita.";"Laborum nemo.";name;sku,name,attr_462,attr_832,attr_290,attr_292,attr_989,attr_499,attr_336,attr_233,attr_278,attr_150,attr_738,attr_319,attr_991,attr_678,attr_531,attr_866,attr_932,attr_385,attr_609,attr_282,attr_220,attr_176,attr_77,attr_842,attr_843,attr_286,attr_159,attr_560,attr_330,attr_562,attr_433,attr_333,attr_872,attr_305,attr_117,attr_33,attr_569,attr_136,attr_229,attr_920,attr_110,attr_705,attr_675,attr_726,attr_368,attr_447,attr_865,attr_525,attr_195,attr_157,attr_548,attr_387,attr_8,attr_876,attr_103,attr_430,attr_489,attr_323,attr_937,attr_469,attr_279,attr_524,attr_771,attr_958,attr_376,attr_364,attr_995,attr_508,attr_877,attr_38,attr_437,attr_442,attr_869,attr_201,attr_589,attr_113,attr_568,attr_26,attr_50,attr_736,attr_356,attr_644,attr_98,attr_494,attr_90,attr_468,attr_25,attr_861,attr_495,attr_209,attr_358,attr_245,attr_593,attr_154,attr_366,attr_910,attr_953,attr_62,attr_721;sku,attr_678,attr_154,attr_644,attr_229;sku,attr_531,attr_989,attr_113,attr_872
fam_156;"Aut tempore.";"Et dolores.";name;sku,name,attr_620,attr_765,attr_385,attr_677,attr_870,attr_794,attr_335,attr_923,attr_164,attr_757,attr_766,attr_419,attr_865,attr_578,attr_623,attr_261,attr_571,attr_880,attr_920,attr_676,attr_294,attr_720,attr_786,attr_769,attr_445,attr_398,attr_944,attr_728,attr_945,attr_89,attr_396,attr_370,attr_879,attr_25,attr_414,attr_844,attr_499,attr_984,attr_434,attr_475,attr_319,attr_482,attr_17,attr_670,attr_782,attr_479,attr_914,attr_702,attr_317,attr_692,attr_472,attr_411,attr_318,attr_202,attr_113,attr_932,attr_375,attr_269,attr_452,attr_460,attr_34,attr_634,attr_212,attr_217,attr_88,attr_94,attr_614,attr_166,attr_97,attr_883,attr_40,attr_540,attr_103,attr_409,attr_470,attr_615,attr_474,attr_149,attr_836,attr_808,attr_329,attr_20,attr_65,attr_246,attr_231,attr_500,attr_224,attr_345,attr_814,attr_293,attr_163,attr_498,attr_558,attr_64,attr_553,attr_205,attr_323,attr_215,attr_145;sku,attr_65,attr_540,attr_728,attr_205;sku,attr_460,attr_409,attr_385,attr_677
fam_157;"Aut perspiciatis.";"Repellendus optio.";name;sku,name,attr_526,attr_73,attr_964,attr_11,attr_9,attr_431,attr_21,attr_681,attr_283,attr_769,attr_153,attr_181,attr_517,attr_359,attr_363,attr_140,attr_350,attr_34,attr_377,attr_693,attr_509,attr_521,attr_62,attr_868,attr_951,attr_212,attr_389,attr_514,attr_843,attr_748,attr_738,attr_4,attr_318,attr_989,attr_42,attr_108,attr_617,attr_286,attr_713,attr_887,attr_584,attr_674,attr_472,attr_566,attr_159,attr_504,attr_880,attr_333,attr_58,attr_739,attr_546,attr_228,attr_258,attr_113,attr_64,attr_61,attr_565,attr_366,attr_525,attr_969,attr_454,attr_428,attr_460,attr_932,attr_671,attr_246,attr_87,attr_910,attr_622,attr_631,attr_541,attr_300,attr_32,attr_45,attr_120,attr_714,attr_806,attr_515,attr_227,attr_379,attr_854,attr_863,attr_480,attr_752,attr_63,attr_974,attr_638,attr_755,attr_607,attr_297,attr_569,attr_449,attr_494,attr_865,attr_241,attr_325,attr_967,attr_225,attr_927;sku,attr_300,attr_638,attr_181,attr_806;sku,attr_286,attr_631,attr_241,attr_21
